BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,Journal_Book
6,9781450355810.0,10.1145/3159652.3159668,"Chen, Xu; Xu, Hongteng; Zhang, Yongfeng; Tang, Jiaxi; Cao, Yixin; Qin, Zheng; Zha, Hongyuan",Sequential Recommendation with User Memory Networks,,,,,108–116,2018,"New York, NY, USA",,https://doi.org/10.1145/3159652.3159668,Proceedings of the Eleventh ACM International Conference on Web Search and Data Mining,,,WSDM '18,,Association for Computing Machinery,,,,,,,"User preferences are usually dynamic in real-world recommender systems, and a user»s historical behavior records may not be equally important when predicting his/her future interests. Existing recommendation algorithms -- including both shallow and deep approaches -- usually embed a user»s historical records into a single latent vector/representation, which may have lost the per item- or feature-level correlations between a user»s historical records and future interests. In this paper, we aim to express, store, and manipulate users» historical records in a more explicit, dynamic, and effective manner. To do so, we introduce the memory mechanism to recommender systems. Specifically, we design a memory-augmented neural network (MANN) integrated with the insights of collaborative filtering for recommendation. By leveraging the external memory matrix in MANN, we store and update users» historical records explicitly, which enhances the expressiveness of the model. We further adapt our framework to both item- and feature-level versions, and design the corresponding memory reading/writing operations according to the nature of personalized recommendation scenarios. Compared with state-of-the-art methods that consider users» sequential behavior for recommendation, e.g., sequential recommenders with recurrent neural networks (RNN) or Markov chains, our method achieves significantly and consistently better performance on four real-world datasets. Moreover, experimental analyses show that our method is able to extract the intuitive patterns of how users» future actions are affected by previous behaviors.",,"collaborative filtering, memory networks, sequential recommendation",,,ACM International Conference on Web Search and Data Mining
6,9781450346528.0,10.1145/3109859.3109890,"Seo, Sungyong; Huang, Jing; Yang, Hao; Liu, Yan",Interpretable Convolutional Neural Networks with Dual Local and Global Attention for Review Rating Prediction,,,,,297–305,2017,"New York, NY, USA",,https://doi.org/10.1145/3109859.3109890,Proceedings of the Eleventh ACM Conference on Recommender Systems,,,RecSys '17,,Association for Computing Machinery,,,,,,,"Recently, many e-commerce websites have encouraged their users to rate shopping items and write review texts. This review information has been very useful for understanding user preferences and item properties, as well as enhancing the capability to make personalized recommendations of these websites. In this paper, we propose to model user preferences and item properties using convolutional neural networks (CNNs) with dual local and global attention, motivated by the superiority of CNNs to extract complex features. By using aggregated review texts from a user and aggregated review text for an item, our model can learn the unique features (embedding) of each user and each item. These features are then used to predict ratings. We train these user and item networks jointly which enable the interaction between users and items in a similar way as matrix factorization. The local attention provides us insight on a user's preferences or an item's properties. The global attention helps CNNs focus on the semantic meaning of the whole review text. Thus, the combined local and global attentions enable an interpretable and better-learned representation of users and items. We validate the proposed models by testing on popular review datasets in Yelp and Amazon and compare the results with matrix factorization (MF), the hidden factor and topical (HFT) model, and the recently proposed convolutional matrix factorization (ConvMF+). Our proposed CNNs with dual attention model outperforms HFT and ConvMF+ in terms of mean square errors (MSE). In addition, we compare the user/item embeddings learned from these models for classification and recommendation. These results also confirm the superior quality of user/item embeddings learned from our model.",,"attention model, convolutional neural network, deep learning for recommender systems",,,ACM Conference on Recommender Systems
6,9781450361729.0,10.1145/3331184.3331203,"Xian, Yikun; Fu, Zuohui; Muthukrishnan, S.; de Melo, Gerard; Zhang, Yongfeng",Reinforcement Knowledge Graph Reasoning for Explainable Recommendation,,,,,285–294,2019,"New York, NY, USA",,https://doi.org/10.1145/3331184.3331203,Proceedings of the International ACM SIGIR Conference on Research and Development in Information Retrieval,,,SIGIR'19,,Association for Computing Machinery,,,,,,,"Recent advances in personalized recommendation have sparked great interest in the exploitation of rich structured information provided by knowledge graphs. Unlike most existing approaches that only focus on leveraging knowledge graphs for more accurate recommendation, we aim to conduct explicit reasoning with knowledge for decision making so that the recommendations are generated and supported by an interpretable causal inference procedure. To this end, we propose a method called Policy-Guided Path Reasoning (PGPR), which couples recommendation and interpretability by providing actual paths in a knowledge graph. Our contributions include four aspects. We first highlight the significance of incorporating knowledge graphs into recommendation to formally define and interpret the reasoning process. Second, we propose a reinforcement learning (RL) approach featured by an innovative soft reward strategy, user-conditional action pruning and a multi-hop scoring function. Third, we design a policy-guided graph search algorithm to efficiently and effectively sample reasoning paths for recommendation. Finally, we extensively evaluate our method on several large-scale real-world benchmark datasets, obtaining favorable results compared with state-of-the-art methods.",,"explainability, knowledge graphs, recommendation system, reinforcement learning",,,International ACM SIGIR Conference on Research and Development in Information Retrieval
6,9781450383127.0,10.1145/3442381.3450133,"Wang, Xiang; Huang, Tinglin; Wang, Dingxian; Yuan, Yancheng; Liu, Zhenguang; He, Xiangnan; Chua, Tat-Seng",Learning Intents behind Interactions with Knowledge Graph for Recommendation,,,,,878–887,2021,"New York, NY, USA",,https://doi.org/10.1145/3442381.3450133,Proceedings of the Web Conference,,,WWW '21,,Association for Computing Machinery,,,,,,,"Knowledge graph (KG) plays an increasingly important role in recommender systems. A recent technical trend is to develop end-to-end models founded on graph neural networks (GNNs). However, existing GNN-based models are coarse-grained in relational modeling, failing to (1) identify user-item relation at a fine-grained level of intents, and (2) exploit relation dependencies to preserve the semantics of long-range connectivity. In this study, we explore intents behind a user-item interaction by using auxiliary item knowledge, and propose a new model, Knowledge Graph-based Intent Network (KGIN). Technically, we model each intent as an attentive combination of KG relations, encouraging the independence of different intents for better model capability and interpretability. Furthermore, we devise a new information aggregation scheme for GNN, which recursively integrates the relation sequences of long-range connectivity (i.e., relational paths). This scheme allows us to distill useful information about user intents and encode them into the representations of users and items. Experimental results on three benchmark datasets show that, KGIN achieves significant improvements over the state-of-the-art methods like KGAT&nbsp;[41], KGNN-LS&nbsp;[38], and CKAN&nbsp;[47]. Further analyses show that KGIN offers interpretable explanations for predictions by identifying influential intents and relational paths. The implementations are available at https://github.com/huangtinglin/Knowledge_Graph_based_Intent_Network.",,"Graph Neural Networks, Knowledge Graph, Recommendation",,,ACM Web Conference
6,9781450356398.0,10.1145/3178876.3186145,"Cheng, Zhiyong; Ding, Ying; Zhu, Lei; Kankanhalli, Mohan",Aspect-Aware Latent Factor Model: Rating Prediction with Ratings and Reviews,,,,,639–648,2018,"Republic and Canton of Geneva, CHE",,https://doi.org/10.1145/3178876.3186145,Proceedings of the World Wide Web Conference,,,WWW '18,,International World Wide Web Conferences Steering Committee,,,,,,,"Although latent factor models (e.g., matrix factorization) achieve good accuracy in rating prediction, they suffer from several problems including cold-start, non-transparency, and suboptimal recommendation for local users or items. In this paper, we employ textual review information with ratings to tackle these limitations. Firstly, we apply a proposed aspect-aware topic model (ATM) on the review text to model user preferences and item features from different aspects, and estimate the aspect importance of a user towards an item. The aspect importance is then integrated into a novel aspect-aware latent factor model (ALFM), which learns user's and item's latent factors based on ratings. In particular, ALFM introduces a weighted matrix to associate those latent factors with the same set of aspects discovered by ATM, such that the latent factors could be used to estimate aspect ratings. Finally, the overall rating is computed via a linear combination of the aspect ratings, which are weighted by the corresponding aspect importance. To this end, our model could alleviate the data sparsity problem and gain good interpretability for recommendation. Besides, an aspect rating is weighted by an aspect importance, which is dependent on the targeted user's preferences and targeted item's features. Therefore, it is expected that the proposed method can model a user's preferences on an item more accurately for each user-item pair locally. Comprehensive experimental studies have been conducted on 19 datasets from Amazon and Yelp 2017 Challenge dataset. Results show that our method achieves significant improvement compared with strong baseline methods, especially for users with only few ratings. Moreover, our model could interpret the recommendation results in depth.",,"aspect-aware, matrix factorization, recommendation, review-aware, topic model",,,ACM Web Conference
6,9781450356398.0,10.1145/3178876.3186154,"Tay, Yi; Anh Tuan, Luu; Hui, Siu Cheung",Latent Relational Metric Learning via Memory-based Attention for Collaborative Ranking,,,,,729–739,2018,"Republic and Canton of Geneva, CHE",,https://doi.org/10.1145/3178876.3186154,Proceedings of the World Wide Web Conference,,,WWW '18,,International World Wide Web Conferences Steering Committee,,,,,,,"This paper proposes a new neural architecture for collaborative ranking with implicit feedback. Our model, LRML (Latent Relational Metric Learning) is a novel metric learning approach for recommendation. More specifically, instead of simple push-pull mechanisms between user and item pairs, we propose to learn latent relations that describe each user item interaction. This helps to alleviate the potential geometric inflexibility of existing metric learning approaches. This enables not only better performance but also a greater extent of modeling capability, allowing our model to scale to a larger number of interactions. In order to do so, we employ a augmented memory module and learn to attend over these memory blocks to construct latent relations. The memory-based attention module is controlled by the user-item interaction, making the learned relation vector specific to each user-item pair. Hence, this can be interpreted as learning an exclusive and optimal relational translation for each user-item interaction. The proposed architecture demonstrates the state-of-the-art performance across multiple recommendation benchmarks. LRML outperforms other metric learning models by 6\%-7.5\% in terms of Hits@10 and nDCG@10 on large datasets such as Netflix and MovieLens20M. Moreover, qualitative studies also demonstrate evidence that our proposed model is able to infer and encode explicit sentiment, temporal and attribute information despite being only trained on implicit feedback. As such, this ascertains the ability of LRML to uncover hidden relational structure within implicit datasets.",,"attention mechanism, collaborative filtering, collaborative ranking, deep learning, implicit feedback, information retrieval, neural networks, recommender system",,,ACM Web Conference
6,9781450383127.0,10.1145/3442381.3449788,"Zheng, Yu; Gao, Chen; Li, Xiang; He, Xiangnan; Li, Yong; Jin, Depeng",Disentangling User Interest and Conformity for Recommendation with Causal Embedding,,,,,2980–2991,2021,"New York, NY, USA",,https://doi.org/10.1145/3442381.3449788,Proceedings of the Web Conference,,,WWW '21,,Association for Computing Machinery,,,,,,,"Recommendation models are usually trained on observational interaction data. However, observational interaction data could result from users’ conformity towards popular items, which entangles users’ real interest. Existing methods tracks this problem as eliminating popularity bias, e.g., by re-weighting training samples or leveraging a small fraction of unbiased data. However, the variety of user conformity is ignored by these approaches, and different causes of an interaction are bundled together as unified representations, hence robustness and interpretability are not guaranteed when underlying causes are changing. In this paper, we present DICE, a general framework that learns representations where interest and conformity are structurally disentangled, and various backbone recommendation models could be smoothly integrated. We assign users and items with separate embeddings for interest and conformity, and make each embedding capture only one cause by training with cause-specific data which is obtained according to the colliding effect of causal inference. Our proposed methodology outperforms state-of-the-art baselines with remarkable improvements on two real-world datasets on top of various backbone models. We further demonstrate that the learned embeddings successfully capture the desired causes, and show that DICE guarantees the robustness and interpretability of recommendation.",,"Recommender systems, causal embedding, popularity bias",,,ACM Web Conference
6,9798400704666.0,10.1145/3631700.3665226,"Afreen, Neda; Balloccu, Giacomo; Boratto, Ludovico; Fenu, Gianni; Malloci, Francesca Maridina; Marras, Mirko; Martis, Andrea Giovanni",Learner-centered Ontology for Explainable Educational Recommendation,,,,,567–575,2024,"New York, NY, USA",,https://doi.org/10.1145/3631700.3665226,"Adjunct Proceedings of the ACM Conference on User Modeling, Adaptation and Personalization",,,UMAP Adjunct '24,,Association for Computing Machinery,,,,,,,"Ontologies form the core of knowledge graphs, which act as faithful, semantic-rich sources for training models in delivering explainable recommendations. These models learn to extract logical paths between learners and resources to be recommended within the knowledge graph, according to behavior- and content-based patterns. Extracted paths are then used not only to provide recommendations, but also to generate accompanying textual explanations. Despite the potential of this approach, current ontologies derived from the traditional learner-resource interaction data fall short in terms of richness from an educational perspective. Conversely, general-purpose ontologies, while comprehensive in educational aspects, are overly complex for recommendation tasks. Unfortunately, a suboptimal ontology might prevent to articulate reasoning paths, and thus explanations, relevant for learners within the knowledge graph. To counter this limitation, in this paper, we propose LOXER, a novel ontology designed to unlock learner-centered logical paths for explainable educational recommendation. Our design integrates insights from diverse sources, including feedback from a local co-design group of learners, observations from specialized traditional large-scale educational recommendation datasets, and connections with well-known vocabularies of other existing ontologies. To validate our ontology, we conducted an evaluation of the explanation types it enables, involving university and lifelong learners and assessing explanation properties like effectiveness, decision-making speed, motivation, satisfaction, and confidence. Results show our ontology’s ability to foster diverse considerations during the learners’ decision-making process and to establish a semantic structure for knowledge graphs for explainable recommendation.",,"Explainability., Ontology, Recommendation",,,"Adjunct ACM Conference on User Modeling, Adaptation and Personalization"
6,9798400704901.0,10.1145/3637528.3671781,"Zhang, Jingsen; Tang, Jiakai; Chen, Xu; Yu, Wenhui; Hu, Lantao; Jiang, Peng; Li, Han",Natural Language Explainable Recommendation with Robustness Enhancement,,,,,4203–4212,2024,"New York, NY, USA",,https://doi.org/10.1145/3637528.3671781,Proceedings of the ACM SIGKDD Conference on Knowledge Discovery and Data Mining,,,KDD '24,,Association for Computing Machinery,,,,,,,"Natural language explainable recommendation has become a promising direction to facilitate more efficient and informed user decisions. Previous models mostly focus on how to enhance the explanation accuracy. However, the robustness problem has been largely ignored, which requires the explanations generated for similar user-item pairs should not be too much different. Different from traditional classification problems, improving the robustness of natural languages has two unique characteristics: (1) Different token importances, that is, different tokens play various roles in representing the complete sentence, and the robustness requirements for predicting them should also be different. (2) Continuous token semantics, that is, the similarity of the output should be judged based on semantics, and the sequences without any token-level overlap may also be highly similar. Based on these characteristics, we formulate and solve a novel problem in the recommendation domain, that is, robust natural language explainable recommendation. To the best of our knowledge, it is the first time in this field. Specifically, we base our modeling on adversarial robust optimization and design four types of heuristic methods to modify the adversarial outputs with weighted token probabilities and synonym replacements. Furthermore, to consider the mutual influence between the above characteristics, we regard language generation as a decision-making problem and design a dual-policy reinforcement learning framework to improve the robustness of the generated languages. We conduct extensive experiments to demonstrate the effectiveness of our framework.",,"adversarial learning, explainable recommendation, natural language explanations",,,ACM SIGKDD Conference on Knowledge Discovery and Data Mining
6,9781450394161.0,10.1145/3543507.3583260,"Zhang, Jingsen; Chen, Xu; Tang, Jiakai; Shao, Weiqi; Dai, Quanyu; Dong, Zhenhua; Zhang, Rui",Recommendation with Causality enhanced Natural Language Explanations,,,,,876–886,2023,"New York, NY, USA",,https://doi.org/10.1145/3543507.3583260,Proceedings of the ACM Web Conference,,,WWW '23,,Association for Computing Machinery,,,,,,,"Explainable recommendation has recently attracted increasing attention from both academic and industry communities. Among different explainable strategies, generating natural language explanations is an important method, which can deliver more informative, flexible and readable explanations to facilitate better user decisions. Despite the effectiveness, existing models are mostly optimized based on the observed datasets, which can be skewed due to the selection or exposure bias. To alleviate this problem, in this paper, we formulate the task of explainable recommendation with a causal graph, and design a causality enhanced framework to generate unbiased explanations. More specifically, we firstly define an ideal unbiased learning objective, and then derive a tractable loss for the observational data based on the inverse propensity score (IPS), where the key is a sample re-weighting strategy for equalizing the loss and ideal objective in expectation. Considering that the IPS estimated from the sparse and noisy recommendation datasets can be inaccurate, we introduce a fault tolerant mechanism by minimizing the maximum loss induced by the sample weights near the IPS. For more comprehensive modeling, we further analyze and infer the potential latent confounders induced by the complex and diverse user personalities. We conduct extensive experiments by comparing with the state-of-the-art methods based on three real-world datasets to demonstrate the effectiveness of our method.",,"Explainable Recommendation, Natural Language Explanations",,,ACM Web Conference
6,9798400704086.0,10.1145/3624918.3625331,"Yu, Yi; Sugiyama, Kazunari; Jatowt, Adam","AdaReX: Cross-Domain, Adaptive, and Explainable Recommender System",,,,,272–281,2023,"New York, NY, USA",,https://doi.org/10.1145/3624918.3625331,Proceedings of the Annual International ACM SIGIR Conference on Research and Development in Information Retrieval in the Asia Pacific Region,,,SIGIR-AP '23,,Association for Computing Machinery,,,,,,,"Explainability is an inherent issue of recommender systems and has received a lot of attention recently. Generative explainable recommendation, which provides personalized explanations by generating textual rationales, is emerging as an effective solution. Despite promising, current methods face limitations in their reliance on dense training data, which hinders the generalizability of explainable recommender systems. Our work tackles a novel problem of cross-domain explainable recommendation aiming to extend the generalizability of explainable recommender systems. To solve this, we propose a novel approach that models aspects extracted from past reviews, to empower the explainable recommender systems by leveraging knowledge from other domains. Specifically, we propose AdaReX (Adaptive eXplainable Recommendation), to model auxiliary and target domains simultaneously. By performing specific tasks in respective domains and their interconnection via a discriminator model, AdaReX allows the aspect sequences to learn common knowledge across different domains and tasks. Furthermore, through our proposed optimization objective, the learning of aspect sequence is deeply cross-interacted with in-domain users and items’ latent factors, enabling the enhanced sharing of knowledge between domains. Our extensive experiments on real datasets demonstrate that our approach not only generates better explanations and recommendations for sparse users but also improves performance for general users.",,"Explainable Recommender System, Natural Language Generation",,,International ACM SIGIR Conference on Research and Development in Information Retrieval
6,9781450390965.0,10.1145/3485447.3511937,"Geng, Shijie; Fu, Zuohui; Tan, Juntao; Ge, Yingqiang; de Melo, Gerard; Zhang, Yongfeng",Path Language Modeling over Knowledge Graphsfor Explainable Recommendation,,,,,946–955,2022,"New York, NY, USA",,https://doi.org/10.1145/3485447.3511937,Proceedings of the ACM Web Conference,,,WWW '22,,Association for Computing Machinery,,,,,,,"To facilitate human decisions with credible suggestions, personalized recommender systems should have the ability to generate corresponding explanations while making recommendations. Knowledge graphs (KG), which contain comprehensive information about users and products, are widely used to enable this. By reasoning over a KG in a node-by-node manner, existing explainable models provide a KG-grounded path for each user-recommended item. Such paths serve as an explanation and reflect the historical behavior pattern of the user. However, not all items can be reached following the connections within the constructed KG under finite hops. Hence, previous approaches are constrained by a recall bias in terms of existing connectivity of KG structures. To overcome this, we propose a novel Path Language Modeling Recommendation (PLM-Rec) framework, learning a language model over KG paths consisting of entities and edges. Through path sequence decoding, PLM-Rec unifies recommendation and explanation in a single step and fulfills them simultaneously. As a result, PLM-Rec not only captures the user behaviors but also eliminates the restriction to pre-existing KG connections, thereby alleviating the aforementioned recall bias. Moreover, the proposed technique makes it possible to conduct explainable recommendation even when the KG is sparse or possesses a large number of relations. Experiments and extensive ablation studies on three Amazon e-commerce datasets demonstrate the effectiveness and explainability of the PLM-Rec framework.",,"Explainable Recommendation, Knowledge Graph, Path Language Model, Recall Bias, Recommender Systems",,,ACM Web Conference
6,9781450390965.0,10.1145/3485447.3512029,"Pan, Sicheng; Li, Dongsheng; Gu, Hansu; Lu, Tun; Luo, Xufang; Gu, Ning",Accurate and Explainable Recommendation via Review Rationalization,,,,,3092–3101,2022,"New York, NY, USA",,https://doi.org/10.1145/3485447.3512029,Proceedings of the ACM Web Conference,,,WWW '22,,Association for Computing Machinery,,,,,,,"Auxiliary information, such as reviews, have been widely adopted to improve collaborative filtering (CF) algorithms, e.g., to boost the accuracy and provide explanations. However, most of the existing methods cannot distinguish between co-appearance and causality when learning from the reviews, so that they may rely on spurious correlations rather than causal relations in the recommendation — leading to poor generalization performance and unconvincing explanations. In this paper, we propose a Recommendation via Review Rationalization (R3) method including 1) a rationale generator to extract rationales from reviews to alleviate the effects of spurious correlations; 2) a rationale predictor to predict user ratings on items only from generated rationales; and 3) a correlation predictor upon both rationales and correlational features to ensure conditional independence between spurious correlations and rating predictions given causal rationales. Extensive experiments on real-world datasets show that the proposed method can achieve better generalization performance than state-of-the-art CF methods and provide causal-aware explanations even when the test data distribution changes.",,"explainability, rationalization, recommendation",,,ACM Web Conference
6,9798400702419.0,10.1145/3604915.3609491,"Bolz, Felix; Nurbakova, Diana; Calabretto, Sylvie; Gerl, Armin; Brunie, Lionel; Kosch, Harald","HUMMUS: A Linked, Healthiness-Aware, User-centered and Argument-Enabling Recipe Data Set for Recommendation",,,,,1–11,2023,"New York, NY, USA",,https://doi.org/10.1145/3604915.3609491,Proceedings of the ACM Conference on Recommender Systems,,,RecSys '23,,Association for Computing Machinery,,,,,,,"The overweight and obesity rate is increasing for decades worldwide. Healthy nutrition is, besides education and physical activity, one of the various keys to tackle this issue. In an effort to increase the availability of digital, healthy recommendations, the scientific area of food recommendation extends its focus from the accuracy of the recommendations to beyond-accuracy goals like transparency and healthiness. To address this issue a data basis is required, which in the ideal case encompasses user-item interactions like ratings and reviews, food-related information such as recipe details, nutritional data, and in the best case additional data which describes the food items and their relations semantically. Though several recipe recommendation data sets exist, to the best of our knowledge, a holistic large-scale healthiness-aware and connected data sets have not been made available yet. The lack of such data could partially explain the poor popularity of the topic of healthy food recommendation when compared to the domain of movie recommendation. In this paper, we show that taking into account only user-item interactions is not sufficient for a recommendation. To close this gap, we propose a connected data set called HUMMUS (Health-aware User-centered recoMMendation and argUment-enabling data Set) collected from Food.com containing multiple features including rich nutrient information, text reviews, and ratings, enriched by the authors with extra features such as Nutri-scores and connections to semantic data like the FoodKG and the FoodOn ontology. We hope that these data will contribute to the healthy food recommendation domain.",,"Explainable recommendation, Healthiness-aware recommendation, Knowledge graph, Nutrition scores, Recipe data set",,,ACM Conference on Recommender Systems
6,9798400716188.0,10.1145/3636555.3636898,"Frej, Jibril; Shah, Neel; Knezevic, Marta; Nazaretsky, Tanya; Kaser, Tanja",Finding Paths for Explainable MOOC Recommendation: A Learner Perspective,,,,,426–437,2024,"New York, NY, USA",,https://doi.org/10.1145/3636555.3636898,Proceedings of the Learning Analytics and Knowledge Conference,,,LAK '24,,Association for Computing Machinery,,,,,,,"The increasing availability of Massive Open Online Courses (MOOCs) has created a necessity for personalized course recommendation systems. These systems often combine neural networks with Knowledge Graphs (KGs) to achieve richer representations of learners and courses. While these enriched representations allow more accurate and personalized recommendations, explainability remains a significant challenge which is especially problematic for certain domains with significant impact such as education and online learning. Recently, a novel class of recommender systems that uses reinforcement learning and graph reasoning over KGs has been proposed to generate explainable recommendations in the form of paths over a KG. Despite their accuracy and interpretability on e-commerce datasets, these approaches have scarcely been applied to the educational domain and their use in practice has not been studied. In this work, we propose an explainable recommendation system for MOOCs that uses graph reasoning. To validate the practical implications of our approach, we conducted a user study examining user perceptions of our new explainable recommendations. We demonstrate the generalizability of our approach by conducting experiments on two educational datasets: COCO and Xuetang.",,"Explainable AI, MOOCs, Recommendation, User study",,,Learning Analytics and Knowledge Conference
6,9798400703713.0,10.1145/3616855.3635855,"Liu, Xu; Yu, Tong; Xie, Kaige; Wu, Junda; Li, Shuai",Interact with the Explanations: Causal Debiased Explainable Recommendation System,,,,,472–481,2024,"New York, NY, USA",,https://doi.org/10.1145/3616855.3635855,Proceedings of the ACM International Conference on Web Search and Data Mining,,,WSDM '24,,Association for Computing Machinery,,,,,,,"In recent years, the field of recommendation systems has witnessed significant advancements, with explainable recommendation systems gaining prominence as a crucial area of research. These systems aim to enhance user experience by providing transparent and compelling recommendations, accompanied by explanations. However, a persistent challenge lies in addressing biases that can influence the recommendations and explanations offered by these systems. Such biases often stem from a tendency to favor popular items and generate explanations that highlight their common attributes, thereby deviating from the objective of delivering personalized recommendations and explanations. While existing debiasing methods have been applied in explainable recommendation systems, they often overlook the model-generated explanations in tackling biases. Consequently, biases in model-generated explanations may persist, potentially compromising system performance and user satisfaction.To address biases in both model-generated explanations and recommended items, we discern the impact of model-generated explanations in recommendation through a formulated causal graph. Inspired by this causal perspective, we propose a novel approach termed Causal Explainable Recommendation System (CERS), which incorporates model-generated explanations into the debiasing process and enacts causal interventions based on user feedback on the explanations. By utilizing model-generated explanations as intermediaries between user-item interactions and recommendation results, we adeptly mitigate the biases via targeted causal interventions. Experimental results demonstrate the efficacy of CERS in reducing popularity bias while simultaneously improving recommendation performance, leading to more personalized and tailored recommendations. Human evaluation further affirms that CERS generates explanations tailored to individual users, thereby enhancing the persuasiveness of the system.",,"causal reasoning, debiased recommendation, explainable recommendation system",,,ACM International Conference on Web Search and Data Mining
6,9781450394086.0,10.1145/3539618.3591776,"Shuai, Jie; Wu, Le; Zhang, Kun; Sun, Peijie; Hong, Richang; Wang, Meng",Topic-enhanced Graph Neural Networks for Extraction-based Explainable Recommendation,,,,,1188–1197,2023,"New York, NY, USA",,https://doi.org/10.1145/3539618.3591776,Proceedings of the International ACM SIGIR Conference on Research and Development in Information Retrieval,,,SIGIR '23,,Association for Computing Machinery,,,,,,,"Review information has been demonstrated beneficial for the explainable recommendation. It can be treated as training corpora for generation-based methods or knowledge bases for extraction-based models. However, for generation-based methods, the sparsity of user-generated reviews and the high complexity of generative language models lead to a lack of personalization and adaptability. For extraction-based methods, focusing only on relevant attributes makes them invalid in situations where explicit attribute words are absent, limiting the potential of extraction-based models.To this end, in this paper, we focus on the explicit and implicit analysis of review information simultaneously and propose novel a Topic-enhanced Graph Neural Networks (TGNN) to fully explore review information for better explainable recommendations. To be specific, we first use a pre-trained topic model to analyze reviews at the topic level, and design a sentence-enhanced topic graph to model user preference explicitly, where topics are intermediate nodes between users and items. Corresponding sentences serve as edge features. Thus, the requirement of explicit attribute words can be mitigated. Meanwhile, we leverage a review-enhanced rating graph to model user preference implicitly, where reviews are also considered as edge features for fine-grained user-item interaction modeling. Next, user and item representations from two graphs are used for final rating prediction and explanation extraction. Extensive experiments on three real-world datasets demonstrate the superiority of our proposed TGNN with both recommendation accuracy and explanation quality.",,"explainable recommendation, graph neural network, review-based recommendation",,,International ACM SIGIR Conference on Research and Development in Information Retrieval
7,,Rana2022,"Rana, Arpit; D’Addio, Rafael M.; Manzato, Marcelo G.; Bridge, Derek",Extended recommendation-by-explanation,User Modeling and User-Adapted Interaction,32.0,1-2,,91–131,2022,,,,,,,,,User Modeling and User-Adapted Interaction,,,,,,,,,,,,User Modeling and User-Adapted Interaction
7,,Haque2025,"Haque, Akm Bahalul; Islam, Najmul; Mikalef, Patrick",To Explain or Not To Explain: An Empirical Investigation of AI-based Recommendations on Social Media Platforms,Electronic Markets,35.0,1,,,2025,,,,,,,,,Electronic Markets,,,,,,,,,,,,Electronic Markets
7,,Ranjbar2024,"Ranjbar, Niloofar; Momtazi, Saeedeh; Homayoonpour, Mohammadmehdi",Explaining recommendation system using counterfactual textual explanations,Machine Learning,113.0,4,,1989–2012,2024,,,,,,,,,Machine Learning,,,,,,,,,,,,Machine Learning
5,,CaroMartinez2024,"Caro-Martínez, Marta; Jorro-Aragoneses, José L.; Díaz-Agudo, Belén; Recio-García, Juan A.",Graph-Based Interface for Explanations by Examples in Recommender Systems: A User Study,,,,,28–41,2024,,,,Communications in Computer and Information Science,,,,,Communications in Computer and Information Science,,,,,,,,,,,,Communications in Computer and Information Science
7,,DeCampos2024,"De Campos, Luis M.; Fernández-Luna, Juan M.; Huete, Juan F.",An explainable content-based approach for recommender systems: a case study in journal recommendation for paper submission,User Modeling and User-Adapted Interaction,34.0,4,,1431–1465,2024,,,,,,,,,User Modeling and User-Adapted Interaction,,,,,,,,,,,,User Modeling and User-Adapted Interaction
7,,xie_wang_xu_chen_zheng_tang_2024,"Xie, Fenfang; Wang, Yuansheng; Xu, Kun; Chen, Liang; Zheng, Zibin; Tang, Mingdong",A Review-Level Sentiment Information Enhanced Multitask Learning Approach for Explainable Recommendation,IEEE Transactions on Computational Social Systems,11.0,5,,5925–5934,2024,,,,,,,,,IEEE Transactions on Computational Social Systems,,,,,,,,,,,,IEEE Transactions on Computational Social Systems
6,,le_abel_gouspillou_2023,"Le, Ngoc Luyen; Abel, Marie-Hélène; Gouspillou, Philippe",Combining Embedding-Based and Semantic-Based Models for Post-Hoc Explanations in Recommender Systems,"IEEE International Conference on Systems, Man and Cybernetics",,,,4619–4624,2023,,,,,,,,,,,,,,,,,,,,,"IEEE International Conference on Systems, Man and Cybernetics"
6,,bastola_shakya_2024,"Bastola, Rama; Shakya, Subarna",Knowledge-Enriched Graph Convolution Network for Hybrid Explainable Recommendation from Review Texts and Reasoning Path,International Conference on Inventive Computation Technologies,,,,590–599,2024,,,,,,,,,,,,,,,,,,,,,International Conference on Inventive Computation Technologies
7,,hu_liu_miao_lin_miao_2022,"Hu, Yidan; Liu, Yong; Miao, Chunyan; Lin, Gongqi; Miao, Yuan",Aspect-guided Syntax Graph Learning for Explainable Recommendation,IEEE Transactions on Knowledge and Data Engineering,,,,1–14,2022,,,,,,,,,IEEE Transactions on Knowledge and Data Engineering,,,,,,,,,,,,IEEE Transactions on Knowledge and Data Engineering
6,,zhan_li_li_liu_gupta_kot_2023,"Zhan, Huijing; Li, Ling; Li, Shaohua; Liu, Weide; Gupta, Manas; Kot, Alex C.",Towards Explainable Recommendation Via Bert-Guided Explanation Generator,"International Conference on Acoustics, Speech, and Signal Processing",,,,1–5,2023,,,,,,,,,"International Conference on Acoustics, Speech, and Signal Processing",,,,,,,,,,,,"International Conference on Acoustics, Speech, and Signal Processing"
